"","x0","dx","maxslope","range.10.90"
"CRF2630_M1",3.85775832337968e+22,82.0874214553115,-0.000278259479998402,8.27260065177466e+100
"CRF2631_M1",7.76890926456805e+21,98.3233957617814,-0.000239636271340914,5.18470388561544e+115
"CRF2633_M1",0.0462159551131291,-34105.5008480401,7.33019578162441e-07,Inf
"CRF2633_M3",2.00704235360552e-28,284.929738801569,-8.65716889078266e-05,1.5654006333005e+244
"CRF2669_M1",2.20225204888966e+22,43.9517746946566,-0.000422431088564989,1.92096212301101e+64
"CRF2670_M1",8.04606567785861e-28,103.976816326293,-0.000218593812160089,1.33254445978035e+72
"CRF2671_M1",2.74813474580087e-29,257.654426246699,-9.53557703145757e-05,2.01300240112302e+217
"CRF2672_M1",4.58315568207375e+21,105.2243046464,-0.00022584816227197,1.17670914736761e+122
"CRF2673_M1",2.88192435732572e-20,43.0097077465243,-0.000435720835876564,3.17229836862459e+21
"CRF2674_M1",3.99129798030005e+22,106.29909393803,-0.000222768153935013,1.08699689338618e+124
"CRF2675_M1",0.114811993248865,-622563.803630997,4.01565266947259e-08,Inf
"CRF2676_M1",63.6991996004783,-0.165870981656141,0.0243203257587617,47.4658250426201
"CRF2678_M1",4.52804191050633e+20,40.2418682366624,-0.000459839751212904,1.13870641844885e+59
"CRF2679_M1",5.59841225855064e+21,159.975584420173,-0.000152840769469216,2.53260816229671e+174
"CRF2680_M1",9.61484511106796e+21,101.850405642349,-0.000232151090224062,1.48911747442417e+119
"CRF2681_M1",1.58626302512111e+22,87.9379323205679,-0.00026346774972589,1.30163258952694e+106
"CRF3051_M1",1.42423372702472e+21,34.1698757078231,-0.000476182717740351,5.75346146508328e+53
"CRF3052_M1",6.52851855085998e-24,-78.173004145947,0.000282430540211174,2.57524343756904e+51
"CRF3055_M1",0.0200203450645519,-13471.9944863051,1.8557013733841e-06,Inf
"CRF3056_M1",5.23711745031163e-32,599.33634471464,-4.15528200742836e-05,Inf
"CRF3058_M1",1.54843341930771e-30,2048.40127247811,-1.22009809188108e-05,Inf
"CRF3059_M1",8.46707898717226e+21,65.9829970766893,-0.000332539472930774,7.78958502327254e+84
"CRF3060_M1",2.63764978526572e-22,-81.6807585820378,0.00027704927256231,2.3145638919757e+56
"CRF3061_M1",37039017.8668053,22207267.704559,-1.12575758227406e-09,Inf
"CRF3064_M1",8.77529756515474,7.35591091725716,-0.00339835934952688,91745494.3167832
"CRF3065_M1",1.60639947681967e-25,-256.785112122535,9.60670921041541e-05,1.74230158812984e+220
"CRF3066_M1",1.45896877479616e+22,32.9827124758205,-0.000458669179564804,4.3406255071487e+53
"CRF3069_M3",8.2210598605318e-24,-87.500820686255,0.000258836048070766,2.58184710511125e+60
"CRF3070_M1",19948460.8813527,-2604785.92670651,9.59771770243559e-09,Inf
"CRF3074_M1",1.40496066374774e-25,-236.991904151369,0.000103842340096866,1.97430160778234e+201
"EJE182_M1",1.20151598972735e+22,43.5626601193004,-0.000427051770531088,4.45729794166387e+63
"EJE186_M1",4.45691907833983e+21,66.0778598047781,-0.000333305601217057,5.05053642252139e+84
