"","X","x0","dx","maxslope","range.10.90","Snake","Muscle","Species","Genotype","MAMU","Long","Lat","SVLmm","MusMassg","BodMassg","Sex","DtExp","DtColl","DInBet"
"17","CRF3051_M1",1.28859075594095e+22,83.6413174890971,-0.000275014220328681,8.39877032515194e+101,"CRF3051","M1","couchii","T",3.3,-120.77225,40.39627,NA,70.1,"32.3","","9-Oct-16","16-Jul-16","85"
"18","CRF3052_M1",9.08032928807292e+21,163.078602953018,-0.000149992667999388,3.7552332336769e+177,"CRF3052","M1","couchii","T",3.3,-120.77225,40.39627,NA,40.7,"9.9","","18-Oct-16","16-Jul-16","94"
"19","CRF3055_M1",3.05812629069593e-27,458.757136286066,-5.42360597983963e-05,Inf,"CRF3055","M1","couchii","T",3.35,-120.77225,40.39627,NA,9.3,"5.1","","4-Oct-16","16-Jul-16","80"
"20","CRF3056_M1",8.03684759926931e-29,308.988822014949,-7.99656147667074e-05,5.69317641092669e+266,"CRF3056","M1","couchii","T",5,-120.77225,40.39627,NA,25.2,"19.8","","19-Oct-16","16-Jul-16","95"
"21","CRF3058_M1",33846490.133784,-5376300.12145808,4.65003802525276e-09,Inf,"CRF3058","M1","couchii","T",2.41,-120.80296,40.36777,"470",70.9,"41","","25-Feb-17","17-Jul-16","223"
"22","CRF3059_M1",8.85894282007043e-27,-218.829269802213,0.000111960944953682,5.80194294034359e+182,"CRF3059","M1","couchii","T",0.1,-120.80296,40.36777,"540",99.9,"71","","27-Apr-17","17-Jul-16","284"
"23","CRF3060_M1",6.39613403971255e+21,257.085930453822,-9.64044027450221e-05,1.3435102192827e+267,"CRF3060","M1","couchii","T",3.14,-120.80296,40.36777,NA,67.4,"24.3","","28-Oct-16","17-Jul-16","103"
"24","CRF3061_M1",0.0109145036892055,-57701.8490811866,4.33261677238584e-07,Inf,"CRF3061","M1","couchii","T",3.76,-120.80296,40.36777,"720",220.9,"133","","23-Mar-17","17-Jul-16","249"
"25","CRF3064_M1",2.24724572815507e+22,69.9813638586013,-0.000316547090561657,1.35158332773401e+89,"CRF3064","M1","couchii","T",69,-119.90284,38.04029,NA,103.5,"48.8","F","16-Nov-16","23-Jul-16","116"
"26","CRF3065_M1",2.92558939950217e-29,468.586275359327,-5.30720323263257e-05,Inf,"CRF3065","M1","couchii","T",85.3,-119.90284,38.04029,NA,99,"59.4","","9-Nov-16","23-Jul-16","109"
"27","CRF3066_M1",1.35972223254967e+22,177.237217051958,-0.000138428740571144,1.8227913726165e+191,"CRF3066","M1","couchii","T",122.8,-119.90284,38.04029,NA,54.7,"62.7","","27-Nov-16","23-Jul-16","127"
"28","CRF3069_M3",5.46190138861781e-21,-146.18525458772,0.000166308604783272,1.71209569699098e+119,"CRF3069","M3","couchii","T",37.8,-119.902411,38.04301,"500",100.5,"48","","28-Feb-17","23-Jul-16","220"
"29","CRF3070_M1",1.33795002041651e-33,933.716331170745,-2.67280737421522e-05,Inf,"CRF3070","M1","couchii","T",58.8,-119.902411,38.04301,"490",56.6,"42","","13-Apr-17","23-Jul-16","264"
"30","CRF3074_M1",1.93462742055124e+22,65.1823413424761,-0.000334050894150025,3.06449073558952e+84,"CRF3074","M1","couchii","T",21.9,-119.902411,38.04301,NA,33.1,"25.8","","29-Nov-16","23-Jul-16","129"
"31","EJE182_M1",1.16945329228286e+22,45.3990622913811,-0.000419189102368177,2.45300259692217e+65,"EJE182","M1","couchii","T",47.5,-119.919969,37.817948,"770",238.9,"190","","16-Apr-17","10-Sep-16","218"
"32","EJE186_M1",4.47532208947256e-23,-1761.14521704713,1.41920019363817e-05,Inf,"EJE186","M1","couchii","T",137.6,-119.918561,37.821434,"370",62.8,"30","","25-Feb-17","10-Sep-16","168"
