"","X","x0","dx","maxslope","range.10.90","Snake","Muscle","Species","Genotype","MAMU","Long","Lat","SVLmm","MusMassg","BodMassg","Sex","DtExp","DtColl","DInBet"
"1","CRF2630_M1",3.85775832337968e+22,82.0874214553115,-0.000278259479998402,8.27260065177466e+100,"CRF2630","M1","couchii","T",100,-119.247356,36.934489,NA,71,"6.8","","15-Dec-15","6-Apr-15","253"
"2","CRF2631_M1",7.76890926456805e+21,98.3233957617814,-0.000239636271340914,5.18470388561544e+115,"CRF2631","M1","couchii","T",175,-119.247356,36.934489,NA,80.6,"22.8","","17-Dec-15","6-Apr-15","255"
"3","CRF2633_M1",0.0462159551131291,-34105.5008480401,7.33019578162441e-07,Inf,"CRF2633","M1","couchii","T",100,-119.247356,36.934489,NA,19.9,NA,"","22-Jun-15","6-Apr-15","77"
"4","CRF2633_M3",2.00704235360552e-28,284.929738801569,-8.65716889078266e-05,1.5654006333005e+244,"CRF2633","M3","couchii","T",100,-119.247356,36.934489,NA,8.5,NA,"","22-Jun-15","6-Apr-15","77"
"5","CRF2669_M1",2.20225204888966e+22,43.9517746946566,-0.000422431088564989,1.92096212301101e+64,"CRF2669","M1","couchii","T",82.5,-120.658378,39.442691,NA,39.5,"19.9","","21-Oct-15","30-May-15","144"
"6","CRF2670_M1",8.04606567785861e-28,103.976816326293,-0.000218593812160089,1.33254445978035e+72,"CRF2670","M1","couchii","T",82,-120.658378,39.442691,NA,12.3,"7.2","","9-Nov-15","30-May-15","163"
"7","CRF2671_M1",2.74813474580087e-29,257.654426246699,-9.53557703145757e-05,2.01300240112302e+217,"CRF2671","M1","couchii","T",17,-120.658378,39.442691,NA,170,"50.9","","10-Dec-15","30-May-15","194"
"8","CRF2672_M1",4.58315568207375e+21,105.2243046464,-0.00022584816227197,1.17670914736761e+122,"CRF2672","M1","couchii","T",32,-120.658378,39.442691,NA,40,"10.8","","19-Oct-15","30-May-15","142"
"9","CRF2673_M1",2.88192435732572e-20,43.0097077465243,-0.000435720835876564,3.17229836862459e+21,"CRF2673","M1","couchii","T",21.8,-120.658378,39.442691,NA,59.5,"22.4","","2-Nov-15","30-May-15","156"
"10","CRF2674_M1",3.99129798030005e+22,106.29909393803,-0.000222768153935013,1.08699689338618e+124,"CRF2674","M1","couchii","T",21.9,-120.658378,39.442691,NA,26.6,"5","","28-Sep-15","30-May-15","121"
"11","CRF2675_M1",0.114811993248865,-622563.803630997,4.01565266947259e-08,Inf,"CRF2675","M1","couchii","T",33.7,-120.658378,39.442691,NA,11.1,"4.7","","7-Oct-15","30-May-15","130"
"12","CRF2676_M1",63.6991996004783,-0.165870981656141,0.0243203257587617,47.4658250426201,"CRF2676","M1","couchii","T",21.3,-120.658378,39.442691,NA,56.2,"20.6","","14-Dec-15","30-May-15","198"
"13","CRF2678_M1",4.52804191050633e+20,40.2418682366624,-0.000459839751212904,1.13870641844885e+59,"CRF2678","M1","couchii","T",36.5,-120.658378,39.442691,NA,62.8,NA,"","14-Oct-15","30-May-15","137"
"14","CRF2679_M1",5.59841225855064e+21,159.975584420173,-0.000152840769469216,2.53260816229671e+174,"CRF2679","M1","couchii","T",35.7,-120.658378,39.442691,NA,16,"11.4","","4-Nov-15","30-May-15","158"
"15","CRF2680_M1",9.61484511106796e+21,101.850405642349,-0.000232151090224062,1.48911747442417e+119,"CRF2680","M1","couchii","T",40.8,-120.658378,39.442691,NA,84,"7.9","","26-Oct-15","30-May-15","149"
"16","CRF2681_M1",1.58626302512111e+22,87.9379323205679,-0.00026346774972589,1.30163258952694e+106,"CRF2681","M1","couchii","WT",20.6,-120.658378,39.442691,NA,46.3,"18.2","","28-Oct-15","30-May-15","151"
"17","CRF3051_M1",1.42423372702472e+21,34.1698757078231,-0.000476182717740351,5.75346146508328e+53,"CRF3051","M1","couchii","T",3.3,-120.77225,40.39627,NA,70.1,"32.3","","9-Oct-16","16-Jul-16","85"
"18","CRF3052_M1",6.52851855085998e-24,-78.173004145947,0.000282430540211174,2.57524343756904e+51,"CRF3052","M1","couchii","T",3.3,-120.77225,40.39627,NA,40.7,"9.9","","18-Oct-16","16-Jul-16","94"
"19","CRF3055_M1",0.0200203450645519,-13471.9944863051,1.8557013733841e-06,Inf,"CRF3055","M1","couchii","T",3.35,-120.77225,40.39627,NA,9.3,"5.1","","4-Oct-16","16-Jul-16","80"
"20","CRF3056_M1",5.23711745031163e-32,599.33634471464,-4.15528200742836e-05,Inf,"CRF3056","M1","couchii","T",5,-120.77225,40.39627,NA,25.2,"19.8","","19-Oct-16","16-Jul-16","95"
"21","CRF3058_M1",1.54843341930771e-30,2048.40127247811,-1.22009809188108e-05,Inf,"CRF3058","M1","couchii","T",2.41,-120.80296,40.36777,"470",70.9,"41","","25-Feb-17","17-Jul-16","223"
"22","CRF3059_M1",8.46707898717226e+21,65.9829970766893,-0.000332539472930774,7.78958502327254e+84,"CRF3059","M1","couchii","T",0.1,-120.80296,40.36777,"540",99.9,"71","","27-Apr-17","17-Jul-16","284"
"23","CRF3060_M1",2.63764978526572e-22,-81.6807585820378,0.00027704927256231,2.3145638919757e+56,"CRF3060","M1","couchii","T",3.14,-120.80296,40.36777,NA,67.4,"24.3","","28-Oct-16","17-Jul-16","103"
"24","CRF3061_M1",37039017.8668053,22207267.704559,-1.12575758227406e-09,Inf,"CRF3061","M1","couchii","T",3.76,-120.80296,40.36777,"720",220.9,"133","","23-Mar-17","17-Jul-16","249"
"25","CRF3064_M1",8.77529756515474,7.35591091725716,-0.00339835934952688,91745494.3167832,"CRF3064","M1","couchii","T",69,-119.90284,38.04029,NA,103.5,"48.8","F","16-Nov-16","23-Jul-16","116"
"26","CRF3065_M1",1.60639947681967e-25,-256.785112122535,9.60670921041541e-05,1.74230158812984e+220,"CRF3065","M1","couchii","T",85.3,-119.90284,38.04029,NA,99,"59.4","","9-Nov-16","23-Jul-16","109"
"27","CRF3066_M1",1.45896877479616e+22,32.9827124758205,-0.000458669179564804,4.3406255071487e+53,"CRF3066","M1","couchii","T",122.8,-119.90284,38.04029,NA,54.7,"62.7","","27-Nov-16","23-Jul-16","127"
"28","CRF3069_M3",8.2210598605318e-24,-87.500820686255,0.000258836048070766,2.58184710511125e+60,"CRF3069","M3","couchii","T",37.8,-119.902411,38.04301,"500",100.5,"48","","28-Feb-17","23-Jul-16","220"
